ticker,name,group,performance_today,performance_1w,performance_1m,performance_3m,performance_6m,performance_ytd
A,Agilent Technologies Inc,Diagnostics & Research,2.3637602,3.8134716,1.226002,18.26696,35.013477,10.435805
AA,Alcoa Corp,Aluminum,-0.9158679,-8.298837,-10.036743,-21.643929,-17.590788,-12.457659
AADX,Applied Aerospace & Defense Inc,Aerospace & Defense,4.892704,2.3450587,-32.560707,-35.069077,0,0
AAL,American Airlines Group Inc,Airlines,-2.519084,-1.3137558,-11.503812,-20.137587,22.435284,-16.699282
AAMI,Acadian Asset Management Inc,Asset Management,-1.6194332,-5.427027,-5.9253683,16.407187,72.10309,86.12766
AAOI,Applied Optoelectronics Inc,Communication Equipment,-0.49081036,-11.711294,-38.47892,-41.124496,8.853096,173.35054
AAON,AAON Inc,Building Products & Equipment,-1.6150384,-3.505583,-15.631741,-45.640724,-7.111611,-2.5311475
AAP,Advance Auto Parts Inc,Auto Parts,-3.4214618,0.20746888,-23.360367,-27.67055,-7.589286,10.610687
AAPG,Ascentage Pharma Group International ADR,Biotechnology,-2.4984765,-7.5678797,-12.087913,-6.542056,-16.274202,-39.02439
AAPL,Apple Inc,Consumer Electronics,-0.52239704,5.0738883,8.426323,11.184189,33.610226,21.878908
AAT,American Assets Trust Inc,REIT - Diversified,-0.09242144,0.18535681,-4.5474615,-10.1039505,17.948717,14.210248
AAUC,Allied Gold Corp,Gold,-2.2695692,-8.220965,-5.677246,-17.706709,-31.045752,-7.7797203
AB,AllianceBernstein Holding Lp,Asset Management,-0.055417012,-0.87936246,-0.33158332,0.33379695,-2.7762804,-6.262994
ABBV,Abbvie Inc,Drug Manufacturers - General,0.48515874,4.8344026,5.077298,21.502148,28.268396,15.121012
ABCB,Ameris Bancorp,Banks - Regional,0.011789672,0.92801905,-4.728212,-3.1510446,13.881058,14.218392
ABCL,AbCellera Biologics Inc,Biotechnology,2.1486123,3.2579186,1.875,106.32912,235.58824,233.62573
ABEV,Ambev SA ADR,Beverages - Brewers,-0.330033,0.33222592,8.633094,-3.2051282,11.439115,22.267206
ABG,Asbury Automotive Group Inc,Auto & Truck Dealerships,-1.7998182,-3.4042754,-1.6255875,4.110632,10.84396,-11.774825
ABM,ABM Industries Inc,Specialty Business Services,0.6452914,0.34177724,4.5892706,13.0464325,33.48489,17.990543
ABNB,Airbnb Inc,Travel Services,-1.3653678,-0.77226907,-6.118579,18.193947,30.967943,24.02004
ABR,Arbor Realty Trust Inc,REIT - Mortgage,-2.795699,-8.130081,-9.6,-13.076923,-39.813583,-41.75258
ABSI,Absci Corp,Biotechnology,-1.8541409,-8.208093,-14.069264,7.152497,168.24324,127.507164
ABT,Abbott Laboratories,Medical Devices,-1.0282278,-3.040958,-7.5564013,15.405498,-3.252418,-18.56493
ABUS,Arbutus Biopharma Corp,Biotechnology,-1.3645225,-2.1276596,7.430998,11.208791,19.339622,5.197505
ABVX,Abivax ADR,Biotechnology,-6.092622,-10.714884,-11.654104,7.5743823,-11.367791,-20.907642
ABX,Abacus Global Management Inc,Insurance - Life,-1.6859852,-3.014553,2.3026316,0.8648649,3.89755,9.122807
ACA,Arcosa Inc,Engineering & Construction,0,-0.16507325,0.09654506,6.8536515,44.169647,36.52182
ACAD,Acadia Pharmaceuticals Inc,Biotechnology,-2.761628,-3.3236995,-7.755946,23.774282,29.026037,0.18719581
ACDC,ProFrac Holding Corp,Oil & Gas Equipment & Services,-0.6147541,-11.49635,-8.143939,-20.098846,-24.454828,24.678663
ACEL,Accel Entertainment Inc,Gambling,0.17346054,-1.1976048,-5.250205,-10.87963,5.769231,1.2269939
ACGL,Arch Capital Group Ltd,Insurance - Diversified,-0.92904544,0.9623888,-0.78724056,6.426848,5.135428,1.1676397
ACHC,Acadia Healthcare Company Inc,Medical Care Facilities,-2.2142856,-2.8733594,-8.733334,10.092481,20.457544,92.95278
ACHR,Archer Aviation Inc,Aerospace & Defense,-0.7259528,-0.54545456,-14.397496,-1.7953322,-5.0347223,-27.26064
ACHV,Achieve Life Sciences Inc,Biotechnology,1.2448133,-2.9177718,-2.4,50.927834,83,47.283703
ACI,Albertsons Companies Inc,Grocery Stores,0.9433962,8.35443,5.2459016,-4.535316,-25.737421,-25.218405
ACIW,ACI Worldwide Inc,Software - Infrastructure,-2.583096,-1.2894534,-1.6113563,16.330235,30.045639,7.278812
ACLS,Axcelis Technologies Inc,Semiconductor Equipment & Materials,-0.25638592,-9.103496,-27.111235,-43.98763,24.410755,30.744337
ACM,AECOM,Engineering & Construction,-0.68111455,0.21868166,3.1179686,-6.7577386,-27.5683,-32.69695
ACMR,ACM Research Inc,Semiconductor Equipment & Materials,-4.367335,-13.395638,-25.338627,-41.80395,46.819748,62.07858
ACN,Accenture plc,Information Technology Services,-0.82051283,10.011376,13.778091,51.117363,-3.2951648,-27.916512
ACRS,Aclaris Therapeutics Inc,Biotechnology,-2.0390072,-0.6294964,-6.6722975,22.777779,49.728996,83.55482
ACT,Enact Holdings Inc,Insurance - Specialty,-1.1783503,-0.14127144,-0.60265166,16.725643,23.053967,24.82341
ACVA,ACV Auctions Inc,Auto & Truck Dealerships,0.19212297,41.519676,36.87664,60.95679,121.44373,30.049875
AD,Array Digital Infrastructure Inc,Telecom Services,-0.65308255,-1.0665973,7.5509048,-2.1358724,-16.270365,-29.074972
ADAM,Adamas Trust Inc,REIT - Mortgage,-0.7206209,-6.328452,-11.511858,-1.916758,21.836735,22.671232
ADBE,Adobe Inc,Software - Application,-2.9518073,1.1378796,1.4643363,32.076244,3.8726578,-26.352182
ADC,Agree Realty Corp,REIT - Retail,-1.0031083,-3.4715526,-5.9967804,-4.341297,-7.9842415,-2.7210884
ADEA,Adeia Inc,Software - Application,0.973236,-7.054871,-16.076845,-21.722729,7.2813444,44.347828
ADI,Analog Devices Inc,Semiconductors,0.09140768,-1.0189826,-7.4126267,-16.827785,16.77924,33.24115
ADIG,ADI Global Distribution Inc,Computer Hardware,0.44226044,-1.0648596,-4.619692,0,0,0
ADM,Archer Daniels Midland Co,Farm Products,0.19666821,0.06932409,6.5444703,15.326232,30.890131,50.652287
ADMA,Adma Biologics Inc,Biotechnology,-5.798687,-8.888889,-7.815846,3.6101084,-39.874302,-52.79605
ADNT,Adient plc,Auto Parts,-2.0788913,0.27292576,-8.606965,-11.469879,-6.179775,-4.1731873
ADP,Automatic Data Processing Inc,Software - Application,-0.036149368,4.2643843,3.9352026,26.610502,32.507545,7.5030127
ADPT,Adaptive Biotechnologies Corp,Diagnostics & Research,7.667474,9.254709,7.710941,52.196236,96.46539,64.28571
ADSE,Ads-Tec Energy Plc,Electrical Equipment & Parts,-1.6725352,-3.7068965,-6.9166665,-2.0175438,1.6378525,-11.908517
ADSK,Autodesk Inc,Software - Application,-1.0614598,9.621528,-6.265519,16.861006,-8.665672,-23.482315
ADT,ADT Inc,Security & Protection Services,0.28248587,0.7092199,-1.1142061,7.9027357,9.06298,-12.019827
ADUS,Addus HomeCare Corp,Medical Care Facilities,-1.2358305,-2.8096955,0.8529156,22.975698,16.720387,7.905764
ADX,Adams Diversified Equity Fund,Closed-End Fund - Equity,-0.662768,-1.6595908,-2.8593214,0.7512851,15.398551,9.262436
AEBI,Aebi Schmidt Holding AG,Farm & Heavy Construction Machinery,-0.24937657,-2.9126213,-3.2258065,-2.676399,21.089808,-5.13834
AEE,Ameren Corp,Utilities - Regulated Electric,-0.91372514,-3.04,-5.892025,-5.199227,-2.866302,3.1644301
AEG,Aegon Ltd,Insurance - Diversified,0,0,-4.0254235,7.6009502,33.039646,17.509727
AEHR,Aehr Test Systems,Semiconductor Equipment & Materials,-2.1470554,-14.629552,-43.97363,-29.245447,136.32677,304.0614
AEIS,Advanced Energy Industries Inc,Electrical Equipment & Parts,-1.4861411,-12.240824,-28.127241,-32.749134,-21.008165,19.678082
AEM,Agnico Eagle Mines Ltd,Gold,-0.32903063,-2.7990324,4.301303,18.144726,9.92017,16.144634
AEO,American Eagle Outfitters Inc,Apparel Retail,-4.0181465,-12.31498,-9.418961,-16.84447,-13.995355,-43.837696
AEP,American Electric Power Company Inc,Utilities - Regulated Electric,-1.3253702,-3.2565975,-4.6787324,-5.5446787,-4.0187807,4.596306
AER,Aercap Holdings NV,Rental & Leasing Services,-0.7889829,-1.9007093,-8.062479,-4.6463532,5.106383,-3.7840846
AERO,Grupo Aeromexico SAB de CV ADR,Airlines,-4.715762,-6.1704836,-6.1107574,-16.38322,19.336569,-32.832424
AES,AES Corp,Utilities - Diversified,0,-0.13495277,0.2710027,1.2311902,4.964539,3.2078104
AESI,Atlas Energy Solutions Inc,Oil & Gas Equipment & Services,3.7290716,-6.515775,6.3182526,-15.864198,1.1127596,44.692142
AEVA,Aeva Technologies Inc,Software - Infrastructure,-3.2719836,-9.154929,-40.252632,-41.82042,0.5669738,6.85241
AFG,American Financial Group Inc,Insurance - Property & Casualty,0.06263048,2.3562074,-1.9167804,8.194131,15.791593,5.2019315
AFL,Aflac Inc,Insurance - Life,0.461499,2.4490151,-2.8351793,1.8013337,10.666541,6.601977
AFRM,Affirm Holdings Inc,Credit Services,-1.7579722,5.7813644,-3.2608695,-2.4756494,64.551476,-3.1438935
AFYA,Afya Ltd,Education & Training Services,0,-0.8683068,-0.65264684,-2.6297085,-6.7392783,-11.09669
AG,First Majestic Silver Corp,Silver,-0.85106385,-11.992446,-4.7521715,3.5555556,2.025178,11.884754
AGBK,AGI Inc,Banks - Regional,-1.552795,-5.514158,4.2763157,-8.513708,-29.319956,0
AGCC,Agencia Comercial Spirits Ltd,Beverages - Wineries & Distilleries,-5.734767,-7.0014143,-8.234473,-15.705129,-6.405694,34.73361
AGCO,AGCO Corp,Farm & Heavy Construction Machinery,1.2183156,-2.435372,24.10025,8.912546,13.298553,18.663727
AGI,Alamos Gold Inc,Gold,-1.3740886,-4.7657733,3.4716094,-3.2195928,-8.10034,-8.838777
AGIO,Agios Pharmaceuticals Inc,Biotechnology,-1.2341963,-5.255559,-2.4382992,-3.9519906,17.767408,20.536371
AGL,Agilon Health Inc,Medical Care Facilities,-0.2814462,-1.5706806,-4.893661,-19.050966,764.3678,435.03702
AGM,Federal Agricultural Mortgage Corp,Credit Services,-0.32414192,0.013366005,-3.1244605,22.352428,60.068455,27.857834
AGNC,AGNC Investment Corp,REIT - Mortgage,-1.2884043,-5.2331114,-9.041096,-4.0462427,2.1538463,-7.0895524
AGO,Assured Guaranty Ltd,Insurance - Specialty,-2.1393309,-1.1771222,-6.3762794,-6.7433352,-11.6940975,-20.596416
AGRO,Adecoagro SA,Farm Products,-1.3651878,-7.223114,24.838013,25.108225,-18.072289,45.775536
AGX,Argan Inc,Engineering & Construction,-0.97309965,-3.329769,-34.03024,-47.385803,-17.96138,24.071238
AGYS,Agilysys Inc,Software - Application,-4.0616117,-1.3760604,-6.009162,19.574905,47.775738,-11.948839
AHCO,AdaptHealth Corp,Medical Devices,-1.0204082,2.1052632,0.17211704,-39.689117,-41.271442,-41.566265
AHR,American Healthcare REIT Inc,REIT - Healthcare Facilities,-0.5805243,-1.2646457,-2.9078274,14.122958,10.351278,12.81343
AI,C3.ai Inc,Software - Infrastructure,-3.4019697,3.9499037,11.237113,4.757282,27.39079,-19.95549
AIG,American International Group Inc,Insurance - Diversified,-0.4063442,1.2661602,0.22424482,2.647933,2.137384,-11.18644
AIIR,Air Global Plc,Tobacco,0,0,0,0,0,0
AIN,Albany International Corp,Textile Manufacturing,-1.196212,-1.8322879,-6.903569,-16.333708,21.268353,17.29783
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,Closed-End Fund - Equity,-2.189781,-6.402794,-10.500928,-14.770318,13.559322,10.896552
AIP,Arteris Inc,Semiconductors,-0.9704027,-9.969122,-26.661875,-53.729313,34.808453,31.67742
AIR,AAR Corp,Aerospace & Defense,-3.4643571,-6.966292,-24.585258,-14.056939,14.3984995,40.01691
AIT,Applied Industrial Technologies Inc,Industrial Distribution,-1.0619968,-2.7797444,-11.973911,-6.551071,24.451275,22.997234
AIZ,Assurant Inc,Insurance - Property & Casualty,1.0025771,2.021823,1.7786632,10.101593,34.44387,18.791779
AJG,Arthur J. Gallagher & Co,Insurance Brokers,-2.076589,1.5392172,0.028229222,15.874054,15.464109,-4.1539474
AKAM,Akamai Technologies Inc,Software - Infrastructure,-0.16103059,-4.8307,-14.288037,-15.619246,-4.5981174,20.802292
AKR,Acadia Realty Trust,REIT - Retail,-0.90817356,-2.2885573,-5.6676273,-7.051585,1.2893244,-4.3816943
AKTS,Aktis Oncology Inc,Biotechnology,-3.2801037,-6.8578553,-9.34466,-6.973848,26.61017,0
ALAB,Astera Labs Inc,Semiconductors,-1.7507002,-15.9712515,-21.123154,-39.449013,117.63185,51.803318
ALB,Albemarle Corp,Specialty Chemicals,-1.3735547,-9.895957,-15.329502,-29.248518,-27.60051,-19.78931
ALC,Alcon Inc,Medical Instruments & Supplies,0.029524652,-0.97910273,-6.525038,4.7619047,-7.9972844,-14.021063
ALG,Alamo Group Inc,Farm & Heavy Construction Machinery,0.5995489,-1.2527678,4.6951256,5.032538,6.0513144,0.9531185
ALGM,Allegro Microsystems Inc,Semiconductors,-1.7429837,-7.198661,-24.836159,-43.627117,11.051753,26.080364
ALGN,Align Technology Inc,Medical Instruments & Supplies,-3.9215686,-3.8713052,-14.115448,-19.266256,-15.117219,-5.8597503
ALGT,Allegiant Travel,Airlines,-0.43312103,2.0765312,-7.283511,-22.429535,1.4406229,-8.33822
ALH,Alliance Laundry Holdings Inc,"Furnishings, Fixtures & Appliances",-0.79924774,-2.9885058,-14.885035,-21.532167,9.10031,3.6855037
ALHC,Alignment Healthcare Inc,Healthcare Plans,-19.860897,-20.414429,-22.95691,-52.561756,-40.19608,-47.49367
ALK,Alaska Air Group Inc,Airlines,-1.9651191,-1.1149653,-9.377838,-18.980917,8.127878,-20.656063
ALKS,Alkermes plc,Drug Manufacturers - Specialty & Generic,0.43639538,1.3876652,-7.662989,2.3116248,63.516872,64.51037
ALKT,Alkami Technology Inc,Software - Application,-3.169014,3.217158,-4.7501235,31.13079,14.447086,-16.5583
ALL,Allstate Corp,Insurance - Property & Casualty,-0.49133396,1.4315009,-0.3448276,16.295158,25.089972,23.569542
ALLE,Allegion plc,Security & Protection Services,-0.50839823,1.8915179,-4.626774,15.744554,8.498842,-2.9016454
ALLY,Ally Financial Inc,Credit Services,-0.8583691,-0.5976572,-4.654896,-8.595296,8.196721,-8.191654
ALM,Almonty Industries Inc,Other Industrial Metals & Mining,-4.4897957,-23.404255,-14.180929,-25.358852,-13.333333,59.364357
ALMR,Alamar Biosciences Inc,Medical Devices,2.7152555,-0.7251381,-10.519763,30.919855,0,0
ALMS,Alumis Inc,Biotechnology,-8.893709,-14.285714,-67.05882,-64.1179,-66.480446,-13.934426
ALNT,Allient Inc,Electronic Components,0.8061844,-4.827442,-19.235533,-4.7678666,51.276104,69.82326
ALNY,Alnylam Pharmaceuticals Inc,Biotechnology,-4.6881876,-7.647287,6.0863757,-14.319105,-23.672998,-40.08047
ALRM,Alarm.com Holdings Inc,Software - Application,-0.2346994,0.49099836,0.47272727,24.515547,24.54361,8.310467
ALRS,Alerus Financial Corp,Banks - Regional,0.15006003,1.7378049,-0.3583159,12.432614,42.7899,48.179398
ALSN,Allison Transmission Holdings Inc,Auto Parts,-0.88266253,-4.4794755,-3.705452,2.7707808,10.569106,25.025536
ALV,Autoliv Inc,Auto Parts,-1.9409282,-2.5085998,-3.776085,-1.7253045,15.806259,-2.10615
ALVO,Alvotech,Drug Manufacturers - Specialty & Generic,-0.5940594,-3.646833,29.381443,28.061224,42.209633,-2.1442494
ALX,Alexander's Inc,REIT - Retail,-1.9791708,-4.716652,-8.0720005,-5.2897406,2.6149797,12.714509
AM,Antero Midstream Corp,Oil & Gas Midstream,-1.3413506,-6.6112084,-3.7020316,-1.7503455,-5.8278146,19.898819
AMAL,Amalgamated Financial Corp,Banks - Regional,-1.6534115,-1.75622,-7.536403,6.904789,25.54101,46.70621
AMAT,Applied Materials Inc,Semiconductor Equipment & Materials,-0.7166262,-10.169564,-21.322224,-31.751228,17.954966,63.885754
AMBA,Ambarella Inc,Semiconductor Equipment & Materials,0.54704595,-6.497093,-18.092691,-8.060597,19.085524,-9.189723
AMBP,Ardagh Metal Packaging SA,Packaging & Containers,0.41841003,-2.0408163,-8.045977,10.599078,22.44898,17.073172
AMBQ,Ambiq Micro Inc,Semiconductors,2.0801878,-4.5789557,-10.330091,-32.74757,151.03136,113.50877
AMC,AMC Entertainment Holdings Inc,Entertainment,2,3.6585367,4.508197,-9.893993,160.01836,63.46154
AMCR,Amcor Plc,Packaging & Containers,0.49704143,-1.5534431,-6.742807,3.359299,10.91954,1.822542
AMD,Advanced Micro Devices Inc,Semiconductors,2.1868224,-3.242211,-0.35573122,-6.1726556,150.43462,135.43146
AME,Ametek Inc,Specialty Industrial Machinery,0.34239247,-0.77030516,-7.758587,-1.2509477,11.978793,14.1931715
AMG,Affiliated Managers Group Inc,Asset Management,-0.58289045,-2.2228467,-6.31664,-1.4054973,25.081785,20.695158
AMGN,AMGEN Inc,Drug Manufacturers - General,-1.5334207,-3.9921281,-10.427298,11.270735,8.007476,14.768873
AMH,American Homes 4 Rent,REIT - Residential,-0.031615555,-1.9230769,-5.9768066,-0.28382215,15.485756,-1.4953271
AMKR,AMKOR Technology Inc,Semiconductor Equipment & Materials,-1.5704584,-9.678676,-24.339315,-48.72872,1.2442698,17.477203
AMLX,Amylyx Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,-1.4565992,2.3148148,54.689686,111.550735,140.04344,174.42053
AMN,AMN Healthcare Services Inc,Medical Care Facilities,-0.11699327,-0.6111758,-1.1291256,10.232408,89.61688,116.68782
AMP,Ameriprise Financial Inc,Asset Management,0.14323057,1.3517431,-0.40774176,19.662838,27.429716,14.071869
AMPH,Amphastar Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,-1.1292347,2.6041667,13.3269415,25.677832,21.23077,-11.725168
AMPL,Amplitude Inc,Software - Application,-2.0512822,7.9096045,6.0269628,104.74732,90.72753,15.457685
AMPX,Amprius Technologies Inc,Electrical Equipment & Parts,-0.10905126,-7.193516,-20.8981,-43.351887,-49.67033,16.096325
AMR,Alpha Metallurgical Resources Inc,Coking Coal,-4.66515,-16.88552,11.602863,1.5341551,-2.6175847,-5.63338
AMRC,Ameresco Inc,Engineering & Construction,-1.4550265,-1.9736842,-21.578947,-21.96229,-16.166542,-23.694094
AMRX,Amneal Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,-3.3101046,-3.4782608,-9.60912,2.7143738,40.74387,32.142857
AMRZ,Amrize Ltd,Building Materials,-0.0760842,-3.8320723,-13.842116,-28.816622,-25.038052,-27.14497
AMSC,American Superconductor Corp,Specialty Industrial Machinery,1.5395894,-5.4930058,-13.787737,-36.175114,-3.61865,-3.752606
AMT,American Tower Corp,REIT - Specialty,0.43517578,1.2996637,3.1817918,0.94291395,0.5203914,1.2188871
AMTB,Amerant Bancorp Inc,Banks - Regional,1.0494245,3.3587258,2.8600965,26.483051,44.13327,52.998463
AMTM,Amentum Holdings Inc,Specialty Business Services,2.0263424,4.298291,-1.4194812,-7.017544,-24.850746,-30.551723
AMX,America Movil SAB de CV ADR,Telecom Services,0.34602076,0.43290043,-2.0270271,-12.320484,-0.5572225,12.239962
AMZN,Amazon.com Inc,Internet Retail,-2.0194051,-1.5768621,-4.9328384,1.6490036,20.962166,7.624989
AN,Autonation Inc,Auto & Truck Dealerships,-0.96308184,-2.6627784,-0.6586651,7.878563,12.206547,-1.3899652
ANAB,AnaptysBio Inc,Biotechnology,1.0534097,-1.8312387,-8.393366,-4.920883,-12.322617,12.788779
ANDE,Andersons Inc,Food Distribution,-0.5719866,-0.07010656,3.4698026,0.070204996,7.269717,34.04175
ANDG,Andersen Group Inc,Personal Services,-3.8829787,-0.51385576,10.632653,45.843422,94.30108,109.06286
ANET,Arista Networks Inc,Computer Hardware,2.6782386,-0.046649043,-4.4400396,13.65592,46.959305,47.1724
ANF,Abercrombie & Fitch Co,Apparel Retail,-3.8756933,-11.119148,28.537466,54.940395,53.63719,7.3885756
ANGX,Angel Studios Inc,Entertainment,-3.8321168,6.8965516,11.889597,64.6875,66.77215,12.847966
ANIP,ANI Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,2.4289773,1.9943423,-5.118421,-9.284186,-3.4284184,-8.652141
ANL,Adlai Nortye Group Ltd ADR,Biotechnology,-5.8380413,2.075536,12.443778,48.51485,102.702705,956.338
ANRO,Alto Neuroscience Inc,Biotechnology,-4.513889,-11.21221,-9.970238,33.025505,40.89427,69.94382
AOD,abrdn Total Dynamic Dividend Fund,Closed-End Fund - Foreign,-1.2369173,-2.443609,-3.710575,-0.28818443,10.543131,6.4615383
AON,Aon Plc,Insurance Brokers,-2.2051742,-0.0065640486,-12.254478,-4.113426,-6.4367533,-13.661868
AORT,Artivion Inc,Medical Devices,1.6419704,0.6344171,-10.381356,19.773478,-28.122345,-44.35431
AOS,A.O. Smith Corp,Specialty Industrial Machinery,-0.2788428,-1.0548159,-6.8078175,-1.7176228,-10.719301,-14.44378
APA,APA Corp,Oil & Gas E&P,5.285365,5.7314897,14.021164,43.53618,21.222195,93.82665
APAM,Artisan Partners Asset Management Inc,Asset Management,-2.0272071,-8.654564,-11.451302,2.3690078,2.3119776,-9.842906
APC,ARKO Petroleum Corp,Oil & Gas Refining & Marketing,1.6604178,-0.5762179,-2.6666667,3.2082653,3.7725532,0
APD,Air Products & Chemicals Inc,Specialty Chemicals,1.1945808,-1.5851511,-3.4235191,3.6936584,3.3984556,17.626102
APEI,American Public Education Inc,Education & Training Services,0.7427414,-0.59960026,1.0155721,-15.098635,-16.94192,18.412699
APG,APi Group Corp,Engineering & Construction,-0.40409482,-2.7361221,-17.330053,-13.093559,-6.405063,-3.3716676
APGE,Apogee Therapeutics Inc,Biotechnology,0,0,0,0,0,0
APH,Amphenol Corp,Electronic Components,-1.145767,-4.5365133,-9.11219,-5.281776,22.534323,14.917863
APLD,Applied Digital Corp,Information Technology Services,-4.719284,-13.706706,-24.887749,-49.7317,-9.679908,-4.4861336
APLE,Apple Hospitality REIT Inc,REIT - Hotel & Motel,-0.25839794,-0.5795235,-2.9541168,-6.9318867,33.218292,30.295359
APMD,Apnimed Inc,Biotechnology,0.039138943,-8.974359,-21.474655,0,0,0
APO,Apollo Global Management Inc,Asset Management,-1.0209649,-3.038632,-5.6042814,-7.6363635,13.392858,-12.268582
APOG,Apogee Enterprises Inc,Building Products & Equipment,0.6994888,-1.912998,-11.261261,-9.30458,17.964071,2.801428
APP,Applovin Corp,Advertising Agencies,-0.8317377,8.654036,6.24399,-29.433054,-25.07516,-50.808823
APPF,Appfolio Inc,Software - Application,1.8389146,9.8711405,15.301202,49.141914,36.03251,-2.8798625
APPN,Appian Corp,Software - Infrastructure,-1.018011,10.7476635,8.622171,81.00239,49.763035,7.0581594
APPS,Digital Turbine Inc,Software - Application,-2.9424307,2.893309,-7.026144,32.171894,264.7436,127.6
APTV,Aptiv Plc,Auto Parts,-2.3219469,-1.7074815,-12.569944,-31.29711,-35.75624,-42.5023
AQN,Algonquin Power & Utilities Corp,Utilities - Diversified,-1.3084112,-5.545617,-9.433962,-10.356537,-15.654952,-14.146341
AR,Antero Resources Corp,Oil & Gas E&P,1.9160105,-0.7413088,6.675824,16.887417,-9.886285,12.68137
ARCB,ArcBest Corp,Trucking,-0.65590686,-1.0279001,-7.588949,-6.7321663,53.91642,81.69565
ARCC,Ares Capital Corp,Asset Management,-2.1717172,-1.4750763,-1.3747454,7.432058,7.8507795,-4.251112
ARCO,Arcos Dorados Holdings Inc,Restaurants,-2.0151134,-3.8318913,-1.0178117,-9.005848,1.3020834,5.99455
ARDT,Ardent Health Inc,Medical Care Facilities,-2.8181818,-4.1255608,-1.8365473,19.977552,26.210154,21.064552
ARDX,Ardelyx Inc,Biotechnology,-3.409091,-10.526316,-16.256157,-43.80165,-35.969868,-41.68096
ARE,Alexandria Real Estate Equities Inc,REIT - Office,1.8668206,5.145014,12.760971,3.7233,11.69023,8.152841
ARES,Ares Management Corp,Asset Management,-1.8400244,-3.9220064,-8.659969,-0.18555744,21.942005,-20.126215
ARGX,Argen X SE ADR,Biotechnology,-1.0882952,-2.249803,-0.81794626,11.625575,47.569775,16.506332
ARHS,Arhaus Inc,Specialty Retail,-10.036945,-13.13912,-23.347324,0.6198347,7.743363,-34.83497
ARI,Apollo Commercial Real Estate Finance Inc,REIT - Mortgage,-0.913242,-3.6982248,-4.685212,-39.8892,-35.28827,-32.747932
ARIS,Aris Mining Corp,Gold,-0.6423983,-7.7993045,2.428256,11.672684,15.207946,0
ARLO,Arlo Technologies Inc,Building Products & Equipment,-1.744186,2.970297,-1.3858497,3.522205,-5.7839723,-3.3595426
ARLP,"Alliance Resource Partners, LP",Thermal Coal,0,-2.3533807,0.80987275,11.139456,-6.4758496,12.526905
ARM,Arm Holdings Plc ADR,Semiconductors,1.1798669,-8.477463,-10.905206,-44.9711,82.72006,121.23319
ARMK,Aramark,Specialty Business Services,-0.42713138,2.4073098,-5.6957927,9.28183,49.897118,58.111774
AROC,Archrock Inc,Oil & Gas Equipment & Services,0.29517874,-7.220874,-11.669555,-17.284285,-13.931889,17.52498
ARQT,Arcutis Biotherapeutics Inc,Biotechnology,-3.131438,-1.3842282,-8.199922,-10.301412,5.853219,-19.0427
ARR,ARMOUR Residential REIT Inc,REIT - Mortgage,-2.903226,-6.926407,-8.566221,-10.202864,-2.7777777,-14.923686
ARW,Arrow Electronics Inc,Electronics & Computer Distribution,-0.47696984,-0.88483214,-3.4171357,-8.538891,55.75966,93.165726
ARWR,Arrowhead Pharmaceuticals Inc,Biotechnology,-12.396182,-14.474162,-20.326944,-13.627475,25.457129,6.446754
ARX,Accelerant Holdings,Insurance Brokers,-0.10085729,-0.15120968,1.381781,52.501926,52.972973,21.162079
ARXS,Arxis Inc,Aerospace & Defense,1.2421095,-5.1687965,-13.680555,14.010548,0,0
AS,Amer Sports Inc,Leisure,-3.3756807,-4.1411595,-18.268345,-27.721966,-13.402733,-28.728247
ASA,ASA Gold and Precious Metals Ltd,Closed-End Fund - Equity,-2.047083,-8.799237,-3.7061882,-3.023138,4.666424,-3.770739
ASAN,Asana Inc,Software - Application,-1.6563147,15.151515,7.587769,37.283237,42.857143,-30.707512
ASB,Associated Banc-Corp,Banks - Regional,1.2692051,0.2977175,-5.427324,3.8356164,24.109701,17.701864
ASC,Ardmore Shipping Corp,Marine Shipping,-0.053333335,2.7975864,3.707803,9.783245,27.918089,76.9594
ASH,Ashland Inc,Specialty Chemicals,0.86120284,-2.1717944,-5.2581906,3.4599528,43.9664,19.771605
ASIC,Ategrity Specialty Insurance Company Holdings,Insurance - Property & Casualty,2.393712,5.6395135,18.970528,35.444233,48.03719,36.411232
ASM,Avino Silver & Gold Mines Ltd,Other Precious Metals & Mining,-1.4446228,-16.576086,-14.722222,-6.116208,14.7663555,-1.1272142
ASML,ASML Holding NV,Semiconductor Equipment & Materials,1.0367267,-7.9814053,-15.487064,-17.526222,20.81837,48.755913
ASND,Ascendis Pharma A/S,Biotechnology,-9.493432,-8.067175,-3.0840743,3.87298,8.062917,12.4413805
ASO,Academy Sports and Outdoors Inc,Specialty Retail,-7.0230412,-1.3880743,9.414317,-2.6630645,-2.962678,0.96076864
ASR,Grupo Aeroportuario Del Sureste SA ADR,Airports & Air Services,-1.4954383,-2.0935183,-5.5779467,-19.428312,-21.783363,-23.21274
ASST,Strive Inc,Asset Management,-5.02928,3.297115,108.86364,85.65656,175.1497,86.78862
ASTE,Astec Industries Inc,Farm & Heavy Construction Machinery,-0.70456755,-3.426276,-5.50289,-27.173914,-17.997593,-5.6555862
