ticker,name,group,performance_today,performance_1w,performance_1m,performance_3m,performance_6m,performance_ytd
MEDP,Medpace Holdings Inc,Diagnostics & Research,4.210544,5.82978,3.9121115,34.828335,37.11962,10.474495
MELI,MercadoLibre Inc,Internet Retail,-3.7521577,-2.525675,2.314315,11.851512,11.809801,-9.200401
MEOH,Methanex Corp,Chemicals,2.7985966,3.524972,12.524001,21.220383,15.342637,62.29859
MESO,Mesoblast Ltd ADR,Biotechnology,-1.864181,-8.674102,-13.396005,2.5748086,2.6462395,-18.292683
MET,Metlife Inc,Insurance - Life,0.48081842,2.6439545,1.5928837,14.769806,43.261375,24.423613
META,Meta Platforms Inc,Internet Content & Information,0.69711536,2.5317812,17.79883,16.115173,12.899639,1.5376691
MFA,MFA Financial Inc,REIT - Mortgage,-0.35460994,-3.6571429,-7.464325,-11.542498,-11.07595,-9.452202
MFC,Manulife Financial Corp,Insurance - Life,0.7347876,2.1658127,-0.8139272,8.027579,29.75451,20.920618
MFG,Mizuho Financial Group Inc ADR,Banks - Regional,-1.5887026,1.9195613,2.9547553,8.252427,46.90382,52.322403
MFP,Midera Food Processing Inc,Specialty Industrial Machinery,4.98675,1.9415205,-3.1555555,0,0,0
MGA,Magna International Inc,Auto Parts,-2.2653723,-3.131205,-11.039416,-2.9533281,21.517532,18.986866
MGEE,MGE Energy Inc,Utilities - Regulated Electric,-0.9984235,-1.8622216,-6.9974084,-0.73761857,1.6592473,-3.9020658
MGM,MGM Resorts International,Resorts & Casinos,-1.5315089,-3.5415642,-10.415715,-16.268147,10.884931,7.4815016
MGNI,Magnite Inc,Advertising Agencies,-0.54530203,0.55131465,-1.9842911,32.532143,91.51858,46.087494
MGRC,McGrath Rentcorp,Rental & Leasing Services,0.10846967,-0.27014858,-8.501322,-6.2949486,5.095844,5.546555
MGRT,Mega Fortune Co Ltd,Information Technology Services,0,1.6949153,20,66.782486,1508.5791,1497.8695
MGTX,MeiraGTx Holdings plc,Biotechnology,-0.93167704,-3.770739,-7.334786,12.720848,77.22222,60.503143
MGY,Magnolia Oil & Gas Corp,Oil & Gas E&P,3.3671253,2.7347968,6.5696154,8.102991,-7.184655,30.424852
MH,McGraw Hill Inc,Education & Training Services,0.0755287,7.8990226,3.7588098,36.880165,-0.075414784,-19.69697
MHD,BlackRock MuniHoldings Fund Inc,Closed-End Fund - Debt,-1.6348774,-2.4324324,-6.152513,-7.672634,-5.5797734,-7.7512774
MHK,Mohawk Industries Inc,"Furnishings, Fixtures & Appliances",-0.34770516,0.80506486,-4.7066646,14.844168,34.050514,17.99634
MHO,MI Homes Inc,Residential Construction,1.2232416,0.112541325,-5.866402,-4.534174,18.233927,11.238765
MIAX,Miami International Holdings Inc,Capital Markets,-5.4105816,-7.880625,-6.83801,4.940239,1.0485934,-10.973412
MICC,Magnum Ice Cream Company NV,Packaged Foods,-3.6664991,0.2613696,0.8942662,14.3709,29.158249,21.009464
MIDD,Middleby Corp,Specialty Industrial Machinery,1.2577469,4.8706813,-3.29039,-35.50447,-18.194536,-25.270735
MIR,Mirion Technologies Inc,Specialty Industrial Machinery,1.8855656,-5.716005,-0.44472682,-15.797958,-15.067751,-33.091373
MIRM,Mirum Pharmaceuticals Inc,Biotechnology,-2.9457364,-4.476094,-5.9400983,-12.349482,6.0897074,18.875807
MITK,Mitek Systems Inc,Software - Application,0.44692737,4.171495,-2.9681597,4.2016807,27.698864,70.42654
MKC,McCormick & Co Inc,Packaged Foods,-1.051796,-3.1468532,-7.56396,6.903945,-6.3310165,-26.794891
MKL,Markel Group Inc,Insurance - Property & Casualty,-0.36030826,0.34943497,-0.40128946,-2.9872887,-4.44557,-16.638523
MKSI,MKS Inc,Scientific & Technical Instruments,-3.2473774,-13.635516,-27.823158,-43.03221,1.9240083,44.868587
MKTX,MarketAxess Holdings Inc,Capital Markets,0.17167382,0.07350239,0.50442916,35.776615,-6.1088443,-9.85931
MLCO,Melco Resorts & Entertainment Ltd ADR,Resorts & Casinos,-3.5343034,-8.300395,-15.173675,-16.094032,-15.018315,-38.705418
MLI,Mueller Industries Inc,Metal Fabrication,0.8833333,-4.9913673,-9.155035,-11.885872,12.342242,5.4529614
MLKN,MillerKnoll Inc,"Furnishings, Fixtures & Appliances",-1.505174,-3.2794456,-10.282776,26.90909,17.64045,14.551422
MLM,Martin Marietta Materials Inc,Building Materials,1.1758364,0.7594584,-5.912821,-16.796362,-9.609589,-18.60566
MLTX,MoonLake Immunotherapeutics,Biotechnology,-3.7854888,-11.078717,-25.382263,-36.49141,-25.015366,-7.4355083
MLYS,Mineralys Therapeutics Inc,Biotechnology,-0.13816926,-5.2131147,10.978887,17.377182,20.108019,-20.336182
MMED,MiniMed Group Inc,Medical Instruments & Supplies,0.18206646,-3.295255,12.698413,49.01828,32.830418,0
MMI,Marcus & Millichap Inc,Real Estate Services,-0.35529715,-0.64412236,-0.5800838,5.2182813,20.88558,13.045072
MMM,3M Co,Conglomerates,1.6356006,0.16423358,-8.623273,2.5342467,16.621813,2.854466
MMS,Maximus Inc,Specialty Business Services,-1.9713564,3.689182,6.889583,4.3774667,-14.929083,-32.59963
MMSI,Merit Medical Systems Inc,Medical Instruments & Supplies,-0.9652953,-1.1583897,-3.9563134,28.20589,29.18603,-2.2237349
MMYT,MakeMyTrip Ltd,Travel Services,-5.2423344,-2.3644516,-19.765493,2.5256848,20.412268,-41.670727
MNDY,Monday.Com Ltd,Software - Application,-2.1382864,15.953643,12.864514,31.483294,27.352741,-36.263214
MNKD,Mannkind Corp,Biotechnology,-5.0666666,-9.6446705,-8.717949,-9.6446705,44.129555,-37.213406
MNR,Mach Natural Resources LP,Oil & Gas E&P,-10.328262,-11.60221,-11.7415285,-10.04016,-18.89935,1.4492754
MNSO,MINISO Group Holding Ltd ADR,Specialty Retail,-3.0871003,-4.767064,-18.30855,-26.38191,-46.00737,-53.12
MNST,Monster Beverage Corp,Beverages - Non-Alcoholic,0.9728507,4.178338,-1.9551846,-2.277206,21.129055,16.421024
MNTN,MNTN Inc,Software - Application,-1.6722409,-0.6756757,-5.6179776,40.83832,30.521643,-1.5075377
MO,Altria Group Inc,Tobacco,-1.132984,2.8281043,9.146341,0.9982639,8.282923,21.0718
MOD,Modine Manufacturing Co,Auto Parts,-1.8168844,-3.81782,-17.476355,-39.849346,-8.995167,33.974983
MOH,Molina Healthcare Inc,Healthcare Plans,-3.3073294,6.624427,1.9353886,5.947689,48.47572,19.275095
MORN,Morningstar Inc,Financial Data & Stock Exchanges,0.044634,1.8401191,-2.4233336,31.266268,12.654269,-7.1694813
MOS,Mosaic Company,Agricultural Inputs,1.6367265,-2.8615031,19.924635,11.179039,7.927088,5.687007
MP,MP Materials Corp,Other Industrial Metals & Mining,-2.979479,-9.447514,-15.963083,-19.23456,-2.826087,-2.672209
MPB,Mid Penn Bancorp Inc,Banks - Regional,0.32327586,1.4990461,-2.4747937,11.031604,19.627369,20.05158
MPC,Marathon Petroleum Corp,Oil & Gas Refining & Marketing,3.6297138,2.8539956,14.7021055,69.1326,76.68258,152.62251
MPLX,MPLX LP,Oil & Gas Midstream,-0.79809815,-3.005147,-1.1171293,2.7797325,0.7415072,9.462245
MPT,Medical Properties Trust Inc,REIT - Healthcare Facilities,-1.1173184,-9.230769,-12.592592,-21.854305,-22.368422,0
MPWR,Monolithic Power System Inc,Semiconductors,-0.06822714,-5.091589,-19.317226,-26.938671,6.886841,26.049252
MQ,Marqeta Inc,Software - Infrastructure,-2.9553678,1.1313639,3.6726804,3.6726804,-1.4093137,-15.315789
MQY,BlackRock MuniYield Quality Fund Inc,Closed-End Fund - Debt,-2.2727273,-3.5514019,-8.185054,-9.79021,-7.6096687,-8.672566
MRCY,Mercury Systems Inc,Aerospace & Defense,7.379983,7.73898,-23.244532,-23.615135,12.619725,19.175455
MRK,Merck & Co Inc,Drug Manufacturers - General,-0.7317915,-2.5350776,5.751269,26.275578,25.932737,36.6046
MRNA,Moderna Inc,Biotechnology,-1.9905924,6.0172553,123.037544,124.78111,179.81705,387.52118
MRP,Millrose Properties Inc,REIT - Residential,-0.06788866,-3.443752,-2.3872678,3.6619718,4.2123895,-1.4395715
MRSH,Marsh,Insurance Brokers,-0.37133515,1.6512102,-2.4157212,10.682839,1.8585676,0
MRTN,Marten Transport Ltd,Trucking,-0.42887777,-0.5710207,-8.775376,-17.329376,14.367816,22.407732
MRVI,Maravai LifeSciences Holdings Inc,Biotechnology,2.9169784,-1.0071943,21.12676,32.307693,130.87248,111.69231
MRVL,Marvell Technology Inc,Semiconductors,1.3161503,-5.663589,-5.389835,-28.617426,152.18974,160.88492
MRX,Marex Group Ltd,Capital Markets,-3.4171138,-9.667195,-4.268719,5.474171,93.41157,78.31074
MS,Morgan Stanley,Capital Markets,-0.14522219,-4.211748,-5.4672103,-7.5682216,27.751286,16.194447
MSA,MSA Safety Inc,Security & Protection Services,-1.1171949,-3.2521646,-5.472137,8.759657,5.0840483,11.64606
MSCI,MSCI Inc,Financial Data & Stock Exchanges,-1.6346067,-1.7924767,-1.1040895,-6.2957034,-1.4530518,-5.077301
MSDL,Morgan Stanley Direct Lending Fund,Asset Management,0.13596193,-0.27081922,-4.1015625,-4.1639557,2.2916667,-10.618932
MSEX,Middlesex Water Co,Utilities - Regulated Water,-0.9557522,-3.133114,-3.5505,7.491356,11.540761,10.987703
MSFT,Microsoft Corp,Software - Infrastructure,-1.6402525,1.1125801,3.4912043,31.027939,30.180428,2.7914479
MSGE,Madison Square Garden Entertainment Corp,Entertainment,0.6219679,6.0157275,-4.6782937,10.159335,44.0349,50.10206
MSGS,Madison Square Garden Sports Corp,Entertainment,-0.7645723,-0.5235999,-4.532213,6.26047,27.971754,52.04717
MSI,Motorola Solutions Inc,Communication Equipment,-1.052454,2.0113506,2.6384878,18.718527,3.7117276,22.388605
MSM,MSC Industrial Direct Co Inc,Industrial Distribution,0.5030181,0.37678975,-3.788122,1.1560206,39.850677,42.54459
MSTR,Strategy Inc,Software - Application,-5.3600116,-2.3360965,32.67813,15.169289,-4.46705,-14.708786
MT,ArcelorMittal SA,Steel,0.7006457,-4.8669696,-0.6775068,15.596909,53.47571,60.851437
MTA,Metalla Royalty and Streaming Ltd,Other Precious Metals & Mining,0.81632656,-4.170708,-0.7035176,32.974426,46.153847,26.992289
MTB,M & T Bank Corp,Banks - Regional,-1.030191,-1.105042,-6.916871,4.5531273,18.78375,16.820528
MTCH,Match Group Inc,Internet Content & Information,2.8968713,7.1687183,19.290705,25.246826,42.94913,37.503872
MTD,Mettler-Toledo International Inc,Diagnostics & Research,3.4726813,3.10301,-6.1393237,16.208378,10.454304,-4.5754166
MTDR,Matador Resources Co,Oil & Gas E&P,3.252697,4.1034937,12.924562,27.461662,7.982906,48.84543
MTG,MGIC Investment Corp,Insurance - Specialty,-3.1098154,-3.1098154,-3.8572807,14.7736,16.562744,2.3613963
MTH,Meritage Homes Corp,Residential Construction,1.3871763,3.0711377,-8.929808,-13.1387825,11.946902,-0.030395137
MTN,Vail Resorts Inc,Resorts & Casinos,-1.7365313,5.938771,-5.818554,-4.634618,5.2202406,3.9683735
MTRN,Materion Corp,Other Industrial Metals & Mining,-0.30805096,-5.3700557,-16.786545,-12.910029,81.34181,92.63192
MTSI,MACOM Technology Solutions Holdings Inc,Semiconductors,0.16693097,-16.112122,-26.718163,-38.678112,9.618196,40.133114
MTUS,Metallus Inc,Steel,2.027748,-2.697201,-13.20926,-0.98394614,29.014845,11.421911
MTX,Minerals Technologies Inc,Specialty Chemicals,0.04422822,-1.96475,-6.231864,-13.740943,3.9840639,11.337162
MTZ,Mastec Inc,Engineering & Construction,-2.1958718,-7.4705005,-26.375298,-41.342255,-25.909908,2.4520402
MU,Micron Technology Inc,Semiconductors,0.38635108,-9.746344,-8.317272,-18.200336,119.342636,225.00613
MUC,BlackRock MuniHoldings California Quality Fund Inc,Closed-End Fund - Debt,-2.237354,-2.8046422,-5.9869037,-7.2878227,-5.5451126,-5.188679
MUFG,Mitsubishi UFJ Financial Group Inc ADR,Banks - Diversified,-0.7534533,2.463267,2.9526703,12.476281,44.13374,49.495586
MUR,Murphy Oil Corp,Oil & Gas E&P,5.7591624,5.044202,16.025272,17.818605,4.311903,29.28
MUSA,Murphy USA Inc,Specialty Retail,-0.16123831,1.7122096,-10.193496,-4.524181,11.232749,30.432198
MUX,McEwen Inc,Other Precious Metals & Mining,-0.16129032,-8.341559,-1.4854112,-4.1795664,0.3241491,0.3241491
MWA,Mueller Water Products Inc,Specialty Industrial Machinery,-1.169844,-4.918716,-9.412232,-12.705702,-16.201323,-4.2401342
MWH,SOLV Energy Inc,Utilities - Renewable,1.8621236,2.471104,-18.510302,-24.846537,-7.451404,0
MXL,MaxLinear Inc,Semiconductors,3.596234,-6.1390014,-20.811703,-24.380352,305.314,285.0832
MYE,Myers Industries Inc,Packaging & Containers,0.06718173,-3.121951,-9.836562,8.682962,50.15121,59.134617
MYI,BlackRock MuniYield Quality Fund III Inc,Closed-End Fund - Debt,-1.8536586,-3.0828516,-6.5923862,-8.378871,-5.09434,-7.451702
MYN,BlackRock MuniYield New York Quality Fund Inc,Closed-End Fund - Debt,-2.062975,-3.7353256,-7.5819674,-9.98004,-8.333333,-8.980827
MYRG,MYR Group Inc,Engineering & Construction,-0.16927323,-5.4211407,-20.391455,-41.164608,4.470887,24.160183
MZTI,Marzetti Co,Packaged Foods,-1.5543035,0.13833992,-11.69397,-5.342798,-29.664076,-38.36516
NABL,N-able Inc,Information Technology Services,-3.357314,4.6753244,23.24159,31.699347,-19.721115,-46.122993
NAC,Nuveen California Quality Municipal Income Fund,Closed-End Fund - Debt,-1.5610652,-2.722323,-8.688246,-10.292887,-8.843537,-9.229466
NAD,Nuveen Quality Municipal Income Fund,Closed-End Fund - Debt,-1.9195613,-3.7668161,-8.680851,-10.359231,-7.738607,-10.732113
NAMS,NewAmsterdam Pharma Company NV,Biotechnology,-5.3667264,-7.15226,-21.33829,-29.0647,-26.883207,-39.68073
NAT,Nordic American Tankers Ltd,Oil & Gas Midstream,2.8833551,7.9779916,15.102639,34.188034,49.52381,128.19768
NATL,NCR Atleos Corp,Software - Application,-0.15128593,0.4784689,-0.2375297,5.8904424,9.116674,21.228024
NAVI,Navient Corp,Credit Services,2.2494888,7.7586207,9.170305,23.609394,24.378109,-23.076923
NAVN,Navan Inc,Software - Application,4.91343,-13.402858,-21.935934,2.3277042,152.76212,31.264637
NBBK,NB Bancorp Inc,Banks - Regional,-0.218436,-0.17482518,-0.30554342,13.462494,11.632454,15.237134
NBHC,National Bank Holdings Corp,Banks - Regional,-0.16770484,0.84704745,-3.5639899,-2.6856608,11.179296,9.629045
NBIS,Nebius Group NV,Software - Infrastructure,-2.271549,-13.721656,-22.86777,-27.667515,76.30505,147.73909
NBIX,Neurocrine Biosciences Inc,Drug Manufacturers - Specialty & Generic,-4.57957,-3.300245,-2.8933911,-5.224588,17.496866,5.774519
NBN,Northeast Bank,Banks - Regional,1.0285109,3.5741975,-0.31340945,5.613092,25.625353,28.538439
NBR,Nabors Industries Ltd,Oil & Gas Drilling,2.6790848,-1.3695604,-7.6620827,2.5729382,11.666875,64.45672
NBTB,NBT Bancorp Inc,Banks - Regional,0,1.9354838,-2.1580033,11.696658,28.07664,25.578035
NBTX,Nanobiotix ADR,Biotechnology,-1.3154212,-3.7663755,-16.147444,-2.7846706,21.460558,52.50865
NBXG,Neuberger Next Generation Connectivity Fund Inc,Closed-End Fund - Equity,-2.5473547,-4.051447,-5.7485785,-13.657408,15.748642,3.3240998
NCLH,Norwegian Cruise Line Holdings Ltd,Travel Services,-2.9891305,-3.838384,-21.452145,-30.136986,-24.643799,-36.021507
NCNO,Ncino Inc,Software - Application,-1.2173129,0.8283479,8.304499,48.04054,44.144737,-14.547582
NDAQ,Nasdaq Inc,Financial Data & Stock Exchanges,-2.555422,-5.2961154,-7.705834,8.499514,3.3472319,-8.13343
NDSN,Nordson Corp,Specialty Industrial Machinery,0.30488795,-1.493916,-0.18719943,4.5045958,17.70639,28.623716
NE,Noble Corp Plc,Oil & Gas Drilling,6.084777,2.3977122,3.0323153,11.684261,-0.34253907,64.83711
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Closed-End Fund - Debt,-1.8639328,-3.9233577,-6.8141594,-9.145815,-6.4,-9.458298
NEE,NextEra Energy Inc,Utilities - Regulated Electric,-0.6860223,-1.9116757,-5.973092,-6.54755,-9.418994,0.9840558
NEM,Newmont Corp,Gold,0.91005117,-3.5117707,3.2078452,19.655073,29.634655,24.376564
NEO,Neogenomics Inc,Diagnostics & Research,2.6072786,6.9648924,16.893564,69.72147,137.31155,60.629253
NEOG,Neogen Corp,Medical Devices,2.5104601,2.7684565,3.2013478,31.578947,46.5311,75.25036
NESR,National Energy Services Reunited Corp,Oil & Gas Equipment & Services,-1.985339,-7.5216136,-10.313024,30.766096,55.474808,104.916985
NET,Cloudflare Inc,Software - Infrastructure,-0.9474513,4.15367,6.586105,46.045704,51.90326,65.98022
NEU,NewMarket Corp,Specialty Chemicals,0.44973424,2.5519729,-7.00061,13.36871,43.925537,28.696564
NEWP,New Pacific Metals Corp,Silver,-2.8960817,-6.557377,-14.414414,35.714287,69.139465,62.39316
NEXA,Nexa Resources SA,Other Industrial Metals & Mining,0.87929654,-11.438597,-12.239222,-11.376405,37.323177,42.59887
NEXT,NextDecade Corp,Oil & Gas Equipment & Services,-3.508772,-5.172414,2.877698,-2.7210884,-2.4556618,35.673626
NFG,National Fuel Gas Co,Oil & Gas Integrated,1.2140733,-0.9096422,-0.14666341,7.6558175,-10.905126,2.0484636
NFJ,Virtus AllianzGI Dividend Interest & Premium Strategy Fund,Closed-End Fund - Equity,-1.5717093,-3.5301669,-4.450095,-1.5717093,21.700405,16.602016
NFLX,Netflix Inc,Entertainment,-3.0129483,2.4595554,2.4730334,0.6720083,-15.160096,-16.91553
NG,Novagold Resources Inc,Gold,0.2766252,-10.493827,-6.451613,-7.051282,-6.451613,-22.2103
NGG,National Grid Plc ADR,Utilities - Regulated Electric,-0.040021345,-3.0408902,-7.8238406,-5.677241,-8.610806,-3.1286361
NGL,NGL Energy Partners LP,Oil & Gas Midstream,-0.4626952,-2.8232636,-6.2636166,7.6297684,43.416668,72.1
NGVT,Ingevity Corp,Specialty Chemicals,-0.6007326,-0.38179147,-10.489511,-7.587522,6.6331344,14.633322
NHC,National Healthcare Corp,Medical Care Facilities,-0.50491744,-0.27723992,-0.69675726,12.4447975,42.692524,65.30017
NHI,National Health Investors Inc,REIT - Healthcare Facilities,-1.5205343,-1.2679869,-5.5986924,-2.1462862,-15.353609,-9.257562
NI,NiSource Inc,Utilities - Regulated Gas,-1.1687363,-2.5917926,-4.2010856,-14.113415,-9.840071,-2.8017242
NIC,Nicolet Bankshares Inc,Banks - Regional,-0.21581894,0.2519925,-3.8392355,16.493021,22.481564,41.030502
NICE,NICE Ltd ADR,Software - Application,-2.5400693,5.168403,6.2104187,22.791687,-12.149375,-8.014862
NIO,NIO Inc ADR,Auto Manufacturers,-1.907357,-2.7027028,-21.73913,-28.286852,-33.701656,-29.411764
NIQ,NIQ Global Intelligence plc,Software - Application,-0.4830918,2.3743787,7.478261,123.91304,73.9212,12.431777
NJR,New Jersey Resources Corp,Utilities - Regulated Gas,0.32015067,-0.39267015,-3.092596,-3.338777,0.77563375,15.503036
NKE,Nike Inc,Footwear & Accessories,-2.240216,-3.025435,-7.342031,-19.867256,-30.838266,-43.148643
NKTR,Nektar Therapeutics,Biotechnology,-2.7153285,-9.110747,-8.297785,9.281732,-7.726392,57.615894
NLY,Annaly Capital Management Inc,REIT - Mortgage,-1.9688644,-5.307386,-8.386821,-3.6019812,2.982203,-4.248658
NMAX,Newsmax Inc,Broadcasting,-5.5263157,1.4124293,3.957529,38.431877,55.861073,39.327297
NMIH,NMI Holdings Inc,Insurance - Specialty,-1.3599274,-2.0261145,-4.477612,16.115261,18.325176,6.6928167
NMM,Navios Maritime Partners LP,Marine Shipping,0.7050656,2.2129252,12.166244,32.32611,43.67069,77.074196
NMR,Nomura Holdings Inc ADR,Capital Markets,-1.1183597,1.5311005,8.154943,18.283167,40.71618,26.460072
NMRK,Newmark Group Inc,Real Estate Services,0.35211268,-2.7303755,-5.816259,-4.169469,-0.07012623,-17.820068
NMZ,Nuveen Municipal High Income Opportunity Fund,Closed-End Fund - Debt,-2.1141648,-3.7422037,-9.126595,-10.875842,-9.5703125,-9.126595
NN,NextNav Inc,Software - Infrastructure,-3.989704,-3.3052495,-22.291666,-17.931793,-16.880222,-10.336538
NNE,Nano Nuclear Energy Inc,Specialty Industrial Machinery,-0.6922593,-13.15355,-19.448698,-44.06239,-25.21327,-34.277386
NNI,Nelnet Inc,Credit Services,-0.03137501,1.6347687,1.2874513,-2.217278,0.60783076,-4.1441035
NNN,NNN REIT Inc,REIT - Retail,-1.2797076,-2.10741,-6.4124784,-4,1.7428168,9.0083275
NNNN,Anbio Biotechnology,Medical Instruments & Supplies,-9.819967,-14.837712,-35.061874,-66.88702,-76.59303,-81.67609
NOC,Northrop Grumman Corp,Aerospace & Defense,0.7319062,3.041294,-6.8309364,1.8696069,-24.853243,-6.8325706
NOG,Northern Oil and Gas Inc,Oil & Gas E&P,2.8831563,5.402254,6.2279673,39.506172,-5.963939,26.31579
NOK,Nokia Corp ADR,Communication Equipment,1.9689119,-8.550186,-8.7198515,-27.05708,23.308271,52.08655
NOMD,Nomad Foods Limited,Packaged Foods,-0.09149131,-2.3255813,-4.042179,8.982036,12,-12.709832
NOV,NOV Inc,Oil & Gas Equipment & Services,2.093476,-2.555762,-2.9166667,12.379421,12.259101,34.165066
NOVT,Novanta Inc,Scientific & Technical Instruments,-1.2995359,-5.166026,-18.085926,-10.991629,21.41414,16.169426
NOW,ServiceNow Inc,Software - Application,-0.31612223,8.229731,20.560747,49.305557,28.555899,-7.3699327
NP,Neptune Insurance Holdings Inc,Insurance Brokers,-2.0427706,-2.9411764,-2.5095298,4.9589605,40.58635,5.2469134
NPK,National Presto Industries Inc,Aerospace & Defense,1.5261202,4.898922,7.976694,18.07494,20.069418,45.813038
NPKI,NPK International Inc,Building Products & Equipment,0.077101,-3.851852,-9.357542,-18.36478,-4.277286,8.892617
NPO,Enpro Inc,Specialty Industrial Machinery,-0.10213425,-5.717135,-18.098345,-25.286448,14.393451,32.46626
NRG,NRG Energy Inc,Utilities - Independent Power Producers,-2.2863464,-8.130363,-13.385633,-21.523767,-27.304527,-33.44009
NRIX,Nurix Therapeutics Inc,Biotechnology,-2.7037618,-5.4455447,-8.61244,41.48148,72.072075,30.89088
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Closed-End Fund - Debt,-2.7081244,-2.020202,-7.1770334,-9.090909,-4.7151275,-3.8652132
NRP,Natural Resource Partners LP,Thermal Coal,0.84714884,-0.91291505,6.513373,9.842246,-9.764447,6.044061
NSC,Norfolk Southern Corp,Railroads,0.0531167,-0.9526755,-6.1268764,6.7115436,13.920808,10.910225
NSIT,Insight Enterprises Inc,Electronics & Computer Distribution,-0.6920415,2.9926305,7.641819,48.21099,127.294586,97.27507
NSP,Insperity Inc,Staffing & Employment Services,1.0989012,2.4865725,2.100674,42.241856,110.543526,33.05785
NSSC,NAPCO Security Technologies Inc,Security & Protection Services,0.25097603,0.111389585,-5.543878,-3.8512971,-11.562116,-13.788969
NTAP,Netapp Inc,Software - Infrastructure,0.8790333,2.8093536,-6.988247,18.921795,87.844925,77.35549
NTB,Bank of N T Butterfield & Son Ltd,Banks - Diversified,-0.51727015,-0.0837942,-5.3049555,1.77535,17.362206,19.670815
NTCT,Netscout Systems Inc,Software - Infrastructure,2.6759434,2.8686328,-1.9672968,-3.2770355,27.687187,41.79601
NTES,NetEase Inc ADR,Electronic Gaming & Multimedia,1.2712942,3.1152916,-3.9469454,-1.5165251,5.0184565,-13.173957
NTLA,Intellia Therapeutics Inc,Biotechnology,-4.296546,-6.961507,-6.038048,-27.504786,-11.52648,26.362625
NTNX,Nutanix Inc,Software - Infrastructure,0.44319692,1.5685688,3.5485835,44.968018,72.213776,31.534145
NTR,Nutrien Ltd,Agricultural Inputs,2.2337663,-2.4777007,15.2731,25.23067,5.339221,27.543745
NTRA,Natera Inc,Diagnostics & Research,2.63027,6.197209,11.649373,51.58377,79.62925,53.118862
NTRS,Northern Trust Corp,Asset Management,-1.6344725,-3.2216146,-6.648561,3.8521876,31.678207,30.858774
NTSK,Netskope Inc,Software - Infrastructure,2.764706,20.816044,14.557377,93.03867,83.31584,-0.3990878
NTST,Netstreit Corp,REIT - Retail,-1.1782787,-3.742515,-5.5800295,0.46875,1.8479409,9.353742
NU,Nu Holdings Ltd,Banks - Regional,-1.5267175,-5.4,-3.7313433,11.644375,1.7934003,-15.232975
NUE,Nucor Corp,Steel,1.6455249,0.35283625,-5.082881,6.147726,63.211,58.678192
NUTX,Nutex Health Inc,Medical Care Facilities,-0.7787301,8.928572,14.287989,43.066906,141.97101,30.804277
NUV,Nuveen Municipal Value Fund Inc,Closed-End Fund - Debt,-1.2746234,-2.0689654,-5.3333335,-6.9868994,-5.7522125,-5.9602647
NUVB,Nuvation Bio Inc,Biotechnology,-2.3569024,-11.042945,-10.493827,4.316547,37.440758,-35.267857
NVAX,Novavax Inc,Biotechnology,-3.7539103,-6.2944164,14.374226,1.0952903,-4.0540543,37.35119
NVCR,NovoCure Ltd,Medical Devices,-0.43156597,3.3269353,-7.872219,13.095238,36.74852,24.903326
NVDA,NVIDIA Corp,Semiconductors,0.57356846,-5.1415033,-5.7064133,0.70245385,22.854662,13.764075
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Closed-End Fund - Debt,-2.4221454,-3.5072713,-9.10556,-11.04101,-8.811641,-10.900474
NVGS,Navigator Holdings Ltd,Oil & Gas Midstream,4.6422486,8.381121,14.013921,13.173653,35.148514,41.859123
NVMI,Nova Ltd,Semiconductor Equipment & Materials,0.12849246,-10.370469,-20.36883,-41.75662,-27.986246,2.037212
NVO,Novo Nordisk ADR,Drug Manufacturers - General,-2.1173763,-4.5556555,-5.2361856,-1.5281315,16.424856,-16.411163
NVR,NVR Inc,Residential Construction,-0.66845936,1.133774,-0.6569474,-3.5970192,-1.7573138,-14.196527
NVS,Novartis AG ADR,Drug Manufacturers - General,-0.2662062,0.82921153,-8.784629,-5.7519717,-5.0743,0.54399073
NVST,Envista Holdings Corp,Medical Instruments & Supplies,-4.1101203,-6.3966694,-10.52822,-4.5542264,-0.64282846,13.910641
NVT,nVent Electric plc,Electrical Equipment & Parts,0.10911075,-7.4050713,-17.16043,-17.071518,26.225279,43.96391
NVTS,Navitas Semiconductor Corp,Semiconductors,-0.7346189,-6.8103447,-25.857338,-54.99584,23.542856,51.40056
NWBI,Northwest Bancshares Inc,Banks - Regional,0.3215434,1.5625,-0.57361376,7.7348065,27.764128,30
NWE,NorthWestern Energy Group Inc,Utilities - Regulated Electric,-0.975965,-3.6701148,-4.0101666,-2.7189467,6.551724,5.330028
NWG,NatWest Group Plc ADR,Banks - Regional,0.81212777,0.32327586,-2.2058823,11.031604,34.053276,6.4
NWL,Newell Brands Inc,Household & Personal Products,-2.253033,-6,-6.6225166,14.634147,67.85714,51.612904
NWN,Northwest Natural Holding Co,Utilities - Regulated Gas,-0.6795717,-2.110818,-4.3624825,-1.6115872,-6.2038116,3.1878476
NWPX,NWPX Infrastructure Inc,Steel,0.6963788,-5.4018693,-13.5167465,-27.279259,43.08736,61.977917
NWS,News Corp,Entertainment,-0.23626699,2.1160822,3.365973,17.495651,23.329683,14.006075
NWSA,News Corp,Entertainment,-0.40903142,2.7862208,6.045296,20.391613,26.548857,16.519909
NX,Quanex Building Products Corp,Building Products & Equipment,0.71496665,-3.2951946,1.8804243,24.294117,29.47304,37.386215
